name,price,url,city,params,year,mileage,engine_volume,horse_power,date
"Mercedes-Benz E-Class, 2019",3300000,https://auto.drom.ru/moscow/mercedes-benz/e-class/54029260.html,Москва,"1.5 л (184 л.с.) | , | гибрид | , | АКПП | , | задний | , | 29 000 км | 1.5 л (184 л.с.), | гибрид, | АКПП, | задний, | 29 000 км",,29000.0,1.5,5.0,сегодня
"BMW M3, 2024",15500000,https://auto.drom.ru/moscow/bmw/m3/642757451.html,Москва,"3.0 л (510 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 2 890 км | 3.0 л (510 л.с.), | бензин, | АКПП, | 4WD, | 2 890 км",,2890.0,3.0,0.0,сегодня
"Nissan Pathfinder, 2025",5330000,https://auto.drom.ru/moscow/nissan/pathfinder/166434528.html,Москва,"2.0 л (252 л.с.) | , | бензин | , | АКПП | , | 4WD | 2.0 л (252 л.с.), | бензин, | АКПП, | 4WD",,,2.0,0.0,сегодня
"Toyota Land Cruiser, 1993",1730000,https://auto.drom.ru/moscow/toyota/land_cruiser/741361517.html,Москва,"4.2 л (167 л.с.) | , | дизель | , | механика | , | 4WD | , | 289 900 км | 4.2 л (167 л.с.), | дизель, | механика, | 4WD, | 289 900 км",,289900.0,4.2,2.0,сегодня
"Lexus NX200, 2015",3000000,https://auto.drom.ru/moscow/lexus/nx200/295865958.html,Москва,"2.0 л (150 л.с.) | , | бензин | , | вариатор | , | 4WD | , | 108 252 км | 2.0 л (150 л.с.), | бензин, | вариатор, | 4WD, | 108 252 км",,108252.0,2.0,0.0,сегодня
"Subaru Levorg, 2019",1990000,https://auto.drom.ru/moscow/subaru/levorg/125939187.html,Москва,"1.6 л (170 л.с.) | , | бензин | , | вариатор | , | 4WD | , | 85 000 км | 1.6 л (170 л.с.), | бензин, | вариатор, | 4WD, | 85 000 км",,85000.0,1.6,6.0,сегодня
"Mercedes-Benz Vito, 2013",2799999,https://auto.drom.ru/moscow/mercedes-benz/vito/660354221.html,Москва,"2.1 л (136 л.с.) | , | дизель | , | АКПП | , | 4WD | , | 82 218 км | 2.1 л (136 л.с.), | дизель, | АКПП, | 4WD, | 82 218 км",,82218.0,2.1,1.0,сегодня
"Mercedes-Benz V-Class, 2017",4599999,https://auto.drom.ru/moscow/mercedes-benz/v-class/459548996.html,Москва,"2.1 л (163 л.с.) | , | дизель | , | АКПП | , | 4WD | , | 129 300 км | 2.1 л (163 л.с.), | дизель, | АКПП, | 4WD, | 129 300 км",,129300.0,2.1,1.0,сегодня
"Suzuki Jimny, 2021",2300000,https://auto.drom.ru/moscow/suzuki/jimny/138872001.html,Москва,"0.7 л (64 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 15 000 км | 0.7 л (64 л.с.), | бензин, | АКПП, | 4WD, | 15 000 км",,15000.0,0.7,7.0,сегодня
"Nissan Teana, 2015",1275000,https://auto.drom.ru/moscow/nissan/teana/895413867.html,Москва,"2.5 л (173 л.с.) | , | бензин | , | вариатор | , | передний | , | 234 000 км | 2.5 л (173 л.с.), | бензин, | вариатор, | передний, | 234 000 км",,234000.0,2.5,5.0,сегодня
"Nissan Qashqai, 2025",3100000,https://auto.drom.ru/moscow/nissan/qashqai/718702568.html,Москва,"2.0 л (151 л.с.) | , | бензин | , | вариатор | , | передний | 2.0 л (151 л.с.), | бензин, | вариатор, | передний",,,2.0,0.0,сегодня
"Mercedes-Benz GLA-Class, 2020",3350000,https://auto.drom.ru/moscow/mercedes-benz/gla-class/536802840.html,Москва,"2.0 л (224 л.с.) | , | бензин | , | робот | , | 4WD | , | 23 000 км | 2.0 л (224 л.с.), | бензин, | робот, | 4WD, | 23 000 км",,23000.0,2.0,0.0,сегодня
"Geely Monjaro, 2024",4549990,https://auto.drom.ru/moscow/geely/monjaro/481303420.html,Москва,"2.0 л (238 л.с.) | , | бензин | , | АКПП | , | 4WD | 2.0 л (238 л.с.), | бензин, | АКПП, | 4WD",,,2.0,0.0,сегодня
"Geely Cityray, 2025",3094190,https://auto.drom.ru/moscow/geely/cityray/721361190.html,Москва,"1.5 л (147 л.с.) | , | бензин | , | робот | , | передний | 1.5 л (147 л.с.), | бензин, | робот, | передний",,,1.5,5.0,сегодня
"Geely Atlas, 2024",3717190,https://auto.drom.ru/moscow/geely/atlas/452353281.html,Москва,"2.0 л (200 л.с.) | , | бензин | , | робот | , | передний | 2.0 л (200 л.с.), | бензин, | робот, | передний",,,2.0,0.0,сегодня
"Geely Monjaro, 2025",4549990,https://auto.drom.ru/moscow/geely/monjaro/134210785.html,Москва,"2.0 л (238 л.с.) | , | бензин | , | АКПП | , | 4WD | 2.0 л (238 л.с.), | бензин, | АКПП, | 4WD",,,2.0,0.0,сегодня
"Geely Cityray, 2025",3214190,https://auto.drom.ru/moscow/geely/cityray/796474193.html,Москва,"1.5 л (147 л.с.) | , | бензин | , | робот | , | передний | 1.5 л (147 л.с.), | бензин, | робот, | передний",,,1.5,5.0,сегодня
"BMW 5-Series, 2019",2900000,https://auto.drom.ru/moscow/bmw/5-series/872448683.html,Москва,"2.0 л (184 л.с.) | , | бензин | , | АКПП | , | задний | , | 91 000 км | 2.0 л (184 л.с.), | бензин, | АКПП, | задний, | 91 000 км",,91000.0,2.0,0.0,сегодня
"Land Rover Discovery Sport, 2018",2300000,https://auto.drom.ru/moscow/land_rover/discovery_sport/642207054.html,Москва,"2.0 л (240 л.с.) | , | дизель | , | АКПП | , | 4WD | , | 92 000 км | 2.0 л (240 л.с.), | дизель, | АКПП, | 4WD, | 92 000 км",,92000.0,2.0,0.0,сегодня
"Geely Atlas, 2024",3717190,https://auto.drom.ru/moscow/geely/atlas/623164217.html,Москва,"2.0 л (200 л.с.) | , | бензин | , | АКПП | , | 4WD | 2.0 л (200 л.с.), | бензин, | АКПП, | 4WD",,,2.0,0.0,сегодня
"Geely Monjaro, 2024",4549990,https://auto.drom.ru/moscow/geely/monjaro/943587707.html,Москва,"2.0 л (238 л.с.) | , | бензин | , | АКПП | , | 4WD | 2.0 л (238 л.с.), | бензин, | АКПП, | 4WD",,,2.0,0.0,сегодня
"Geely Cityray, 2025",3094190,https://auto.drom.ru/moscow/geely/cityray/293688523.html,Москва,"1.5 л (147 л.с.) | , | бензин | , | робот | , | передний | 1.5 л (147 л.с.), | бензин, | робот, | передний",,,1.5,5.0,сегодня
"Geely Atlas, 2024",3717190,https://auto.drom.ru/moscow/geely/atlas/759150432.html,Москва,"2.0 л (200 л.с.) | , | бензин | , | робот | , | передний | 2.0 л (200 л.с.), | бензин, | робот, | передний",,,2.0,0.0,сегодня
"Kia Rio X (X-Line), 2021",1320000,https://auto.drom.ru/moscow/kia/rio_x-line/888022852.html,Москва,"1.6 л (123 л.с.) | , | бензин | , | АКПП | , | передний | , | 90 710 км | 1.6 л (123 л.с.), | бензин, | АКПП, | передний, | 90 710 км",,90710.0,1.6,6.0,сегодня
"Kia Rio, 2019",1320000,https://auto.drom.ru/moscow/kia/rio/253776207.html,Москва,"1.6 л (123 л.с.) | , | бензин | , | АКПП | , | передний | , | 107 123 км | 1.6 л (123 л.с.), | бензин, | АКПП, | передний, | 107 123 км",,107123.0,1.6,6.0,сегодня
"Hongqi H5, 2024",4590000,https://auto.drom.ru/moscow/hongqi/h5/458316545.html,Москва,"2.0 л (218 л.с.) | , | бензин | , | АКПП | , | передний | , | 40 718 км | 2.0 л (218 л.с.), | бензин, | АКПП, | передний, | 40 718 км",,40718.0,2.0,0.0,сегодня
"Mercedes-Benz V-Class, 2015",5695000,https://auto.drom.ru/moscow/mercedes-benz/v-class/892652588.html,Москва,"2.1 л (190 л.с.) | , | дизель | , | АКПП | , | 4WD | , | 70 770 км | 2.1 л (190 л.с.), | дизель, | АКПП, | 4WD, | 70 770 км",,70770.0,2.1,1.0,сегодня
"Mercedes-Benz GLS-Class, 2016",4600000,https://auto.drom.ru/moscow/mercedes-benz/gls-class/105882638.html,Москва,"3.0 л (333 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 81 000 км | 3.0 л (333 л.с.), | бензин, | АКПП, | 4WD, | 81 000 км",,81000.0,3.0,0.0,сегодня
"Suzuki Solio, 2021",1349000,https://auto.drom.ru/moscow/suzuki/solio/901348952.html,Москва,"1.2 л (91 л.с.) | , | бензин | , | вариатор | , | передний | , | 53 000 км | 1.2 л (91 л.с.), | бензин, | вариатор, | передний, | 53 000 км",,53000.0,1.2,2.0,сегодня
"Nissan Murano, 2022",3500000,https://auto.drom.ru/moscow/nissan/murano/146747749.html,Москва,"3.5 л (249 л.с.) | , | бензин | , | вариатор | , | 4WD | , | 101 000 км | 3.5 л (249 л.с.), | бензин, | вариатор, | 4WD, | 101 000 км",,101000.0,3.5,5.0,сегодня
"SWM G05 Pro, 2025",1899000,https://auto.drom.ru/moscow/swm/g05_pro/292717097.html,Москва,"1.5 л (139 л.с.) | , | бензин | , | робот | , | передний | 1.5 л (139 л.с.), | бензин, | робот, | передний",,,1.5,5.0,сегодня
"SWM G05 Pro, 2025",1799000,https://auto.drom.ru/moscow/swm/g05_pro/328048143.html,Москва,"1.5 л (139 л.с.) | , | бензин | , | робот | , | передний | 1.5 л (139 л.с.), | бензин, | робот, | передний",,,1.5,5.0,сегодня
"SWM G05 Pro, 2025",1899000,https://auto.drom.ru/moscow/swm/g05_pro/352349847.html,Москва,"1.5 л (139 л.с.) | , | бензин | , | робот | , | передний | 1.5 л (139 л.с.), | бензин, | робот, | передний",,,1.5,5.0,сегодня
"SWM G05 Pro, 2025",1899000,https://auto.drom.ru/moscow/swm/g05_pro/117192941.html,Москва,"1.5 л (139 л.с.) | , | бензин | , | робот | , | передний | 1.5 л (139 л.с.), | бензин, | робот, | передний",,,1.5,5.0,сегодня
"SWM G05 Pro, 2025",1799000,https://auto.drom.ru/moscow/swm/g05_pro/181638280.html,Москва,"1.5 л (139 л.с.) | , | бензин | , | робот | , | передний | 1.5 л (139 л.с.), | бензин, | робот, | передний",,,1.5,5.0,сегодня
"Daewoo Matiz, 2010",380000,https://auto.drom.ru/moscow/daewoo/matiz/162905956.html,Москва,"0.8 л (51 л.с.) | , | бензин | , | механика | , | передний | , | 20 000 км | 0.8 л (51 л.с.), | бензин, | механика, | передний, | 20 000 км",,20000.0,0.8,8.0,сегодня
"Hyundai Getz, 2008",680000,https://auto.drom.ru/moscow/hyundai/getz/161372502.html,Москва,"1.4 л (97 л.с.) | , | бензин | , | АКПП | , | передний | , | 83 000 км | 1.4 л (97 л.с.), | бензин, | АКПП, | передний, | 83 000 км",,83000.0,1.4,4.0,сегодня
"Toyota Camry, 2021",2345000,https://auto.drom.ru/moscow/toyota/camry/415818830.html,Москва,"2.0 л (150 л.с.) | , | бензин | , | вариатор | , | передний | , | 201 511 км | 2.0 л (150 л.с.), | бензин, | вариатор, | передний, | 201 511 км",,201511.0,2.0,0.0,сегодня
"BMW 5-Series, 2008",1499000,https://auto.drom.ru/moscow/bmw/5-series/317857855.html,Москва,"2.5 л (218 л.с.) | , | бензин | , | АКПП | , | задний | , | 162 242 км | 2.5 л (218 л.с.), | бензин, | АКПП, | задний, | 162 242 км",,162242.0,2.5,5.0,сегодня
"Mercedes-Benz GLE Coupe, 2018",5650000,https://auto.drom.ru/moscow/mercedes-benz/gle_coupe/492146303.html,Москва,"3.0 л (249 л.с.) | , | дизель | , | АКПП | , | 4WD | , | 48 000 км | 3.0 л (249 л.с.), | дизель, | АКПП, | 4WD, | 48 000 км",,48000.0,3.0,0.0,сегодня
"Chevrolet Cruze, 2013",660000,https://auto.drom.ru/moscow/chevrolet/cruze/333023378.html,Москва,"1.8 л (141 л.с.) | , | бензин | , | механика | , | передний | , | 309 000 км | 1.8 л (141 л.с.), | бензин, | механика, | передний, | 309 000 км",,309000.0,1.8,8.0,сегодня
"Volkswagen Tiguan, 2021",3290000,https://auto.drom.ru/moscow/volkswagen/tiguan/143762936.html,Москва,"2.0 л (180 л.с.) | , | бензин | , | робот | , | 4WD | , | 97 000 км | 2.0 л (180 л.с.), | бензин, | робот, | 4WD, | 97 000 км",,97000.0,2.0,0.0,сегодня
"Mercedes-Benz E-Class, 2019",4099000,https://auto.drom.ru/moscow/mercedes-benz/e-class/107367629.html,Москва,"2.0 л (194 л.с.) | , | гибрид | , | АКПП | , | задний | , | 56 130 км | 2.0 л (194 л.с.), | гибрид, | АКПП, | задний, | 56 130 км",,56130.0,2.0,0.0,сегодня
"Suzuki Jimny, 2024",6480000,https://auto.drom.ru/moscow/suzuki/jimny/793631052.html,Москва,"1.5 л (102 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 2 576 км | 1.5 л (102 л.с.), | бензин, | АКПП, | 4WD, | 2 576 км",,2576.0,1.5,5.0,сегодня
"Subaru Outback, 2023",5450000,https://auto.drom.ru/moscow/subaru/outback/551134841.html,Москва,"2.5 л (182 л.с.) | , | бензин | , | вариатор | , | 4WD | , | 60 870 км | 2.5 л (182 л.с.), | бензин, | вариатор, | 4WD, | 60 870 км",,60870.0,2.5,5.0,сегодня
"Toyota Proace, 2020",3100000,https://auto.drom.ru/moscow/toyota/proace/500207233.html,Москва,"1.5 л (131 л.с.) | , | дизель | , | механика | , | передний | , | 31 700 км | 1.5 л (131 л.с.), | дизель, | механика, | передний, | 31 700 км",,31700.0,1.5,5.0,сегодня
"Mercedes-Benz E-Class, 2022",6200000,https://auto.drom.ru/moscow/mercedes-benz/e-class/417613718.html,Москва,"2.0 л (194 л.с.) | , | дизель | , | АКПП | , | 4WD | , | 4 000 км | 2.0 л (194 л.с.), | дизель, | АКПП, | 4WD, | 4 000 км",,4000.0,2.0,0.0,сегодня
"Mitsubishi Outlander, 2013",1100000,https://auto.drom.ru/moscow/mitsubishi/outlander/689098656.html,Москва,"2.4 л (167 л.с.) | , | бензин | , | вариатор | , | 4WD | , | 248 000 км | 2.4 л (167 л.с.), | бензин, | вариатор, | 4WD, | 248 000 км",,248000.0,2.4,4.0,сегодня
"Peugeot 308, 2008",660000,https://auto.drom.ru/moscow/peugeot/308/820067125.html,Москва,"1.6 л (140 л.с.) | , | бензин | , | АКПП | , | передний | , | 98 000 км | 1.6 л (140 л.с.), | бензин, | АКПП, | передний, | 98 000 км",,98000.0,1.6,6.0,сегодня
"Geely Coolray, 2022",2000000,https://auto.drom.ru/moscow/geely/sx11/656457695.html,Москва,"1.5 л (150 л.с.) | , | бензин | , | робот | , | передний | , | 22 000 км | 1.5 л (150 л.с.), | бензин, | робот, | передний, | 22 000 км",,22000.0,1.5,5.0,сегодня
"Kia Sportage, 2019",2800000,https://auto.drom.ru/moscow/kia/sportage/268964670.html,Москва,"2.0 л (186 л.с.) | , | дизель | , | АКПП | , | 4WD | , | 54 652 км | 2.0 л (186 л.с.), | дизель, | АКПП, | 4WD, | 54 652 км",,54652.0,2.0,0.0,сегодня
"Skoda Kodiaq, 2019",2700000,https://auto.drom.ru/moscow/skoda/kodiaq/138161320.html,Москва,"2.0 л (180 л.с.) | , | бензин | , | робот | , | 4WD | , | 161 000 км | 2.0 л (180 л.с.), | бензин, | робот, | 4WD, | 161 000 км",,161000.0,2.0,0.0,сегодня
"Hyundai i40, 2012",970000,https://auto.drom.ru/moscow/hyundai/i40/251829133.html,Москва,"2.0 л (150 л.с.) | , | бензин | , | АКПП | , | передний | , | 290 000 км | 2.0 л (150 л.с.), | бензин, | АКПП, | передний, | 290 000 км",,290000.0,2.0,0.0,сегодня
"Lexus TX350, 2024",9600000,https://auto.drom.ru/moscow/lexus/tx350/293045461.html,Москва,"2.4 л (275 л.с.) | , | бензин | , | АКПП | , | 4WD | 2.4 л (275 л.с.), | бензин, | АКПП, | 4WD",,,2.4,4.0,сегодня
"Nissan X-Trail, 2005",695000,https://auto.drom.ru/moscow/nissan/x-trail/124226912.html,Москва,"2.0 л (140 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 249 206 км | 2.0 л (140 л.с.), | бензин, | АКПП, | 4WD, | 249 206 км",,249206.0,2.0,0.0,сегодня
"Mercedes-Benz E-Class, 2019",4900000,https://auto.drom.ru/moscow/mercedes-benz/e-class/686459803.html,Москва,"2.0 л (245 л.с.) | , | бензин | , | АКПП | , | задний | , | 37 044 км | 2.0 л (245 л.с.), | бензин, | АКПП, | задний, | 37 044 км",,37044.0,2.0,0.0,сегодня
"Mercedes-Benz G-Class, 2019",16500000,https://auto.drom.ru/moscow/mercedes-benz/g-class/285841391.html,Москва,"4.0 л (585 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 24 616 км | 4.0 л (585 л.с.), | бензин, | АКПП, | 4WD, | 24 616 км",,24616.0,4.0,0.0,сегодня
"Infiniti QX80, 2025",15990000,https://auto.drom.ru/moscow/infiniti/qx80/430860213.html,Москва,"3.5 л (450 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 39 км | 3.5 л (450 л.с.), | бензин, | АКПП, | 4WD, | 39 км",,39.0,3.5,5.0,сегодня
"Lexus LX600, 2024",19300000,https://auto.drom.ru/moscow/lexus/lx600/287881674.html,Москва,"3.4 л (415 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 47 км | 3.4 л (415 л.с.), | бензин, | АКПП, | 4WD, | 47 км",,47.0,3.4,4.0,сегодня
"Toyota Sequoia, 2023",11400000,https://auto.drom.ru/moscow/toyota/sequoia/139783356.html,Москва,"3.4 л (437 л.с.) | , | гибрид | , | АКПП | , | 4WD | , | 12 237 км | 3.4 л (437 л.с.), | гибрид, | АКПП, | 4WD, | 12 237 км",,12237.0,3.4,4.0,сегодня
"Mercedes-Benz GLS-Class, 2024",14790000,https://auto.drom.ru/moscow/mercedes-benz/gls-class/933105000.html,Москва,"3.0 л (381 л.с.) | , | бензин | , | автомат | , | 4WD | , | 80 км | 3.0 л (381 л.с.), | бензин, | автомат, | 4WD, | 80 км",,80.0,3.0,0.0,сегодня
"Cadillac Escalade, 2025",27490000,https://auto.drom.ru/moscow/cadillac/escalade/880033252.html,Москва,"6.2 л (682 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 18 км | 6.2 л (682 л.с.), | бензин, | АКПП, | 4WD, | 18 км",,18.0,6.2,2.0,сегодня
"Cadillac Escalade, 2025",29490000,https://auto.drom.ru/moscow/cadillac/escalade/877075224.html,Москва,"6.2 л (682 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 96 км | 6.2 л (682 л.с.), | бензин, | АКПП, | 4WD, | 96 км",,96.0,6.2,2.0,сегодня
"Cadillac Escalade, 2025",27490000,https://auto.drom.ru/moscow/cadillac/escalade/745724444.html,Москва,"6.2 л (682 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 120 км | 6.2 л (682 л.с.), | бензин, | АКПП, | 4WD, | 120 км",,120.0,6.2,2.0,сегодня
"BMW X6, 2023",14590000,https://auto.drom.ru/moscow/bmw/x6/713636138.html,Москва,"4.4 л (530 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 4 071 км | 4.4 л (530 л.с.), | бензин, | АКПП, | 4WD, | 4 071 км",,4071.0,4.4,4.0,сегодня
"RAM 1500, 2025",12500000,https://auto.drom.ru/moscow/ram/1500/708790561.html,Москва,"3.0 л (540 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 68 км | 3.0 л (540 л.с.), | бензин, | АКПП, | 4WD, | 68 км",,68.0,3.0,0.0,сегодня
"Lamborghini Urus, 2021",20990000,https://auto.drom.ru/moscow/lamborghini/urus/541829581.html,Москва,"4.0 л (650 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 40 553 км | 4.0 л (650 л.с.), | бензин, | АКПП, | 4WD, | 40 553 км",,40553.0,4.0,0.0,сегодня
"Nissan Patrol, 2025",13590000,https://auto.drom.ru/moscow/nissan/patrol/495783720.html,Москва,"3.5 л (425 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 29 км | 3.5 л (425 л.с.), | бензин, | АКПП, | 4WD, | 29 км",,29.0,3.5,5.0,сегодня
"Cadillac Escalade, 2024",18890000,https://auto.drom.ru/moscow/cadillac/escalade/471658526.html,Москва,"6.2 л (420 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 22 км | 6.2 л (420 л.с.), | бензин, | АКПП, | 4WD, | 22 км",,22.0,6.2,2.0,сегодня
"Toyota Sequoia, 2025",14490000,https://auto.drom.ru/moscow/toyota/sequoia/435496919.html,Москва,"3.4 л (437 л.с.) | , | гибрид | , | АКПП | , | 4WD | , | 512 км | 3.4 л (437 л.с.), | гибрид, | АКПП, | 4WD, | 512 км",,512.0,3.4,4.0,сегодня
"Mercedes-Benz GLS-Class, 2022",22300000,https://auto.drom.ru/moscow/mercedes-benz/gls-class/372929239.html,Москва,"4.0 л (558 л.с.) | , | гибрид | , | АКПП | , | 4WD | , | 64 км | 4.0 л (558 л.с.), | гибрид, | АКПП, | 4WD, | 64 км",,64.0,4.0,0.0,сегодня
"Toyota Tundra, 2024",10590000,https://auto.drom.ru/moscow/toyota/tundra/270924727.html,Москва,"3.4 л (389 л.с.) | , | гибрид | , | АКПП | , | 4WD | , | 816 км | 3.4 л (389 л.с.), | гибрид, | АКПП, | 4WD, | 816 км",,816.0,3.4,4.0,сегодня
"BMW X7, 2024",15890000,https://auto.drom.ru/moscow/bmw/x7/253705675.html,Москва,"4.4 л (530 л.с.) | , | бензин | , | автомат | , | 4WD | , | 4 000 км | 4.4 л (530 л.с.), | бензин, | автомат, | 4WD, | 4 000 км",,4000.0,4.4,4.0,сегодня
"Cadillac Escalade, 2025",27990000,https://auto.drom.ru/moscow/cadillac/escalade/240950959.html,Москва,"6.2 л (682 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 30 км | 6.2 л (682 л.с.), | бензин, | АКПП, | 4WD, | 30 км",,30.0,6.2,2.0,сегодня
"BMW X6, 2021",7999500,https://auto.drom.ru/moscow/bmw/x6/212778601.html,Москва,"3.0 л (340 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 58 872 км | 3.0 л (340 л.с.), | бензин, | АКПП, | 4WD, | 58 872 км",,58872.0,3.0,0.0,сегодня
"BMW X7, 2025",18990000,https://auto.drom.ru/moscow/bmw/x7/194258718.html,Москва,"4.4 л (530 л.с.) | , | бензин | , | автомат | , | 4WD | , | 40 км | 4.4 л (530 л.с.), | бензин, | автомат, | 4WD, | 40 км",,40.0,4.4,4.0,сегодня
"Infiniti QX80, 2025",15990000,https://auto.drom.ru/moscow/infiniti/qx80/943623700.html,Москва,"3.5 л (450 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 42 км | 3.5 л (450 л.с.), | бензин, | АКПП, | 4WD, | 42 км",,42.0,3.5,5.0,сегодня
"Lexus LX570, 2021",10200000,https://auto.drom.ru/moscow/lexus/lx570/104357206.html,Москва,"5.7 л (367 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 42 000 км | 5.7 л (367 л.с.), | бензин, | АКПП, | 4WD, | 42 000 км",,42000.0,5.7,7.0,сегодня
"Renault Logan, 2007",275000,https://auto.drom.ru/moscow/renault/logan/871785551.html,Москва,"1.4 л (75 л.с.) | , | бензин | , | механика | , | передний | , | 180 900 км | 1.4 л (75 л.с.), | бензин, | механика, | передний, | 180 900 км",,180900.0,1.4,4.0,сегодня
"Lexus RX350, 2016",6450000,https://auto.drom.ru/moscow/lexus/rx350/227718672.html,Москва,"3.5 л (301 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 122 700 км | 3.5 л (301 л.с.), | бензин, | АКПП, | 4WD, | 122 700 км",,122700.0,3.5,5.0,сегодня
"Lexus LX600, 2025",19500000,https://auto.drom.ru/moscow/lexus/lx600/648857050.html,Москва,"3.4 л (415 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 10 км | 3.4 л (415 л.с.), | бензин, | АКПП, | 4WD, | 10 км",,10.0,3.4,4.0,сегодня
"Lexus LX600, 2025",22500000,https://auto.drom.ru/moscow/lexus/lx600/169832400.html,Москва,"3.4 л (415 л.с.) | , | бензин | , | АКПП | , | 4WD | 3.4 л (415 л.с.), | бензин, | АКПП, | 4WD",,,3.4,4.0,сегодня
"Mercedes-Benz G-Class, 2002",2980000,https://auto.drom.ru/moscow/mercedes-benz/g-class/344757281.html,Москва,"4.0 л (250 л.с.) | , | дизель | , | АКПП | , | 4WD | , | 199 000 км | 4.0 л (250 л.с.), | дизель, | АКПП, | 4WD, | 199 000 км",,199000.0,4.0,0.0,сегодня
"BMW 5-Series, 2020",5150000,https://auto.drom.ru/moscow/bmw/5-series/266251921.html,Москва,"2.0 л (252 л.с.) | , | бензин | , | АКПП | , | задний | , | 17 000 км | 2.0 л (252 л.с.), | бензин, | АКПП, | задний, | 17 000 км",,17000.0,2.0,0.0,сегодня
"Land Rover Range Rover Evoque, 2015",1950000,https://auto.drom.ru/moscow/land_rover/range_rover_evoque/678895897.html,Москва,"2.2 л (190 л.с.) | , | дизель | , | АКПП | , | 4WD | , | 188 000 км | 2.2 л (190 л.с.), | дизель, | АКПП, | 4WD, | 188 000 км",,188000.0,2.2,2.0,сегодня
"Nissan Leaf, 2018",1300000,https://auto.drom.ru/moscow/nissan/leaf/456338611.html,Москва,"150 л.с. | , | электро | , | АКПП | , | передний | , | 107 400 км | 150 л.с., | электро, | АКПП, | передний, | 107 400 км",,107400.0,150.0,150.0,сегодня
"MINI Clubman, 2012",990000,https://auto.drom.ru/moscow/mini/clubman/769139628.html,Москва,"1.6 л (122 л.с.) | , | бензин | , | АКПП | , | передний | , | 190 000 км | 1.6 л (122 л.с.), | бензин, | АКПП, | передний, | 190 000 км",,190000.0,1.6,6.0,сегодня
"Mercedes-Benz GLE Coupe, 2025",12100000,https://auto.drom.ru/moscow/mercedes-benz/gle_coupe/768232417.html,Москва,"2.0 л (269 л.с.) | , | дизель | , | автомат | , | 4WD | , | 782 км | 2.0 л (269 л.с.), | дизель, | автомат, | 4WD, | 782 км",,782.0,2.0,0.0,сегодня
"Audi Q7, 2013",2050000,https://auto.drom.ru/moscow/audi/q7/270460950.html,Москва,"3.0 л (245 л.с.) | , | дизель | , | АКПП | , | 4WD | , | 246 000 км | 3.0 л (245 л.с.), | дизель, | АКПП, | 4WD, | 246 000 км",,246000.0,3.0,0.0,сегодня
"Land Rover Range Rover Sport, 2013",2950000,https://auto.drom.ru/moscow/land_rover/range_rover_sport/212978391.html,Москва,"5.0 л (510 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 223 000 км | 5.0 л (510 л.с.), | бензин, | АКПП, | 4WD, | 223 000 км",,223000.0,5.0,0.0,сегодня
"Mercedes-Benz C-Class, 2018",4529000,https://auto.drom.ru/moscow/mercedes-benz/c-class/249963047.html,Москва,"3.0 л (390 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 94 150 км | 3.0 л (390 л.с.), | бензин, | АКПП, | 4WD, | 94 150 км",,94150.0,3.0,0.0,сегодня
"Jaguar F-Pace, 2018",2000000,https://auto.drom.ru/moscow/jaguar/f-pace/224572018.html,Москва,"2.0 л (180 л.с.) | , | дизель | , | АКПП | , | 4WD | , | 93 412 км | 2.0 л (180 л.с.), | дизель, | АКПП, | 4WD, | 93 412 км",,93412.0,2.0,0.0,сегодня
"Honda N-BOX, 2022",880000,https://auto.drom.ru/moscow/honda/n-box/891578214.html,Москва,"0.7 л (58 л.с.) | , | бензин | , | вариатор | , | передний | , | 64 000 км | 0.7 л (58 л.с.), | бензин, | вариатор, | передний, | 64 000 км",,64000.0,0.7,7.0,сегодня
"Land Rover Range Rover Sport, 2017",3220000,https://auto.drom.ru/moscow/land_rover/range_rover_sport/383806795.html,Москва,"3.0 л (340 л.с.) | , | бензин | , | АКПП | , | 4WD | , | 169 000 км | 3.0 л (340 л.с.), | бензин, | АКПП, | 4WD, | 169 000 км",,169000.0,3.0,0.0,сегодня
